extension,char,codepoint
Extension B,𡣝,U+218DD
Extension B,𣔤,U+23524
Extension B,𣋪,U+232EA
Extension B,𢿖,U+22FD6
Extension B,𤎝,U+2439D
Extension B,𣖼,U+235BC
Extension B,𡫖,U+21AD6
Extension B,𣞗,U+23797
Extension B,𦗇,U+265C7
Extension B,𥵂,U+25D42
Extension B,𨦄,U+28984
Extension B,𨪌,U+28A8C
Extension B,𡑿,U+2147F
Extension B,𧮯,U+27BAF
Extension B,𦀽,U+2603D
Extension B,𧗼,U+275FC
Extension B,𨪏,U+28A8F
Extension B,𣡶,U+23876
Extension B,𧺺,U+27EBA
Extension B,𧪩,U+27AA9
Extension B,𠄕,U+20115
Extension B,𤐽,U+2443D
Extension B,𠎸,U+203B8
Extension B,𥳚,U+25CDA
Extension B,𨹅,U+28E45
Extension B,𧣦,U+278E6
Extension B,𡾼,U+21FBC
Extension B,𦇋,U+261CB
Extension B,𥯀,U+25BC0
Extension B,𢛧,U+226E7
Extension B,𥵉,U+25D49
Extension B,𢗞,U+225DE
Extension B,𣝺,U+2377A
Extension B,𠿮,U+20FEE
Extension B,𤬄,U+24B04
Extension B,𠉍,U+2024D
Extension B,𧪸,U+27AB8
Extension B,𡵢,U+21D62
Extension B,𩔔,U+29514
Extension B,𤤣,U+24923
Extension B,𡹔,U+21E54
Extension B,𡚻,U+216BB
Extension B,𠘭,U+2062D
Extension B,𪀌,U+2A00C
Extension B,𩅂,U+29142
Extension B,𢦨,U+229A8
Extension B,𦐓,U+26413
Extension B,𢽬,U+22F6C
Extension B,𢞏,U+2278F
Extension B,𤉢,U+24262
Extension B,𣓇,U+234C7
Extension B,𣔯,U+2352F
Extension B,𨺧,U+28EA7
Extension B,𤇧,U+241E7
Extension B,𧍃,U+27343
Extension B,𥢢,U+258A2
Extension B,𨼍,U+28F0D
Extension B,𦏲,U+263F2
Extension B,𣚅,U+23685
Extension B,𩜝,U+2971D
Extension B,𪁰,U+2A070
Extension B,𨟫,U+287EB
Extension B,𤦚,U+2499A
Extension B,𠫂,U+20AC2
Extension B,𢃰,U+220F0
Extension B,𥰔,U+25C14
Extension B,𤂖,U+24096
Extension B,𡻵,U+21EF5
Extension B,𡋹,U+212F9
Extension B,𢺤,U+22EA4
Extension B,𤃩,U+240E9
Extension B,𨌬,U+2832C
Extension B,𩦶,U+299B6
Extension B,𤥿,U+2497F
Extension B,𩅜,U+2915C
Extension B,𣇦,U+231E6
Extension B,𢿣,U+22FE3
Extension B,𨩦,U+28A66
Extension B,𡿠,U+21FE0
Extension B,𡫋,U+21ACB
Extension B,𧢄,U+27884
Extension B,𦹤,U+26E64
Extension B,𨧐,U+289D0
Extension B,𢖟,U+2259F
Extension B,𥚕,U+25695
Extension B,𤆈,U+24188
Extension B,𦄼,U+2613C
Extension B,𦈙,U+26219
Extension B,𣶫,U+23DAB
Extension B,𢆔,U+22194
Extension B,𨭯,U+28B6F
Extension B,𣭄,U+23B44
Extension B,𠳀,U+20CC0
Extension B,𨏠,U+283E0
Extension B,𡰩,U+21C29
Extension B,𢣏,U+228CF
Extension B,𩓨,U+294E8
Extension B,𧠼,U+2783C
Extension B,𩨎,U+29A0E
Extension B,𢛢,U+226E2
Extension B,𧘡,U+27621
Extension B,𦂔,U+26094
Extension B,𨚶,U+286B6
Extension B,𣦯,U+239AF
Extension B,𠡟,U+2085F
Extension B,𨱁,U+28C41
Extension B,𨜩,U+28729
Extension B,𨝰,U+28770
Extension B,𨎥,U+283A5
Extension B,𧵣,U+27D63
Extension B,𡰥,U+21C25
Extension B,𥫃,U+25AC3
Extension B,𦦙,U+26999
Extension B,𢀡,U+22021
Extension B,𢜿,U+2273F
Extension B,𦛗,U+266D7
Extension B,𧉬,U+2726C
Extension B,𣈒,U+23212
Extension B,𤆬,U+241AC
Extension B,𤔴,U+24534
Extension B,𥠆,U+25806
Extension B,𣹢,U+23E62
Extension B,𤨓,U+24A13
Extension B,𥕰,U+25570
Extension B,𨍚,U+2835A
Extension B,𩆁,U+29181
Extension B,𡟇,U+217C7
Extension B,𥠷,U+25837
Extension B,𩢸,U+298B8
Extension B,𧦦,U+279A6
Extension B,𢄎,U+2210E
Extension B,𤯷,U+24BF7
Extension B,𡷐,U+21DD0
Extension B,𨐓,U+28413
Extension B,𨵦,U+28D66
Extension B,𥐟,U+2541F
Extension B,𡘏,U+2160F
Extension B,𤊡,U+242A1
Extension B,𦒑,U+26491
Extension B,𣱚,U+23C5A
Extension B,𧞑,U+27791
Extension B,𣲾,U+23CBE
Extension B,𣟳,U+237F3
Extension B,𡻮,U+21EEE
Extension B,𨦃,U+28983
Extension B,𡜺,U+2173A
Extension B,𡺷,U+21EB7
Extension B,𨧪,U+289EA
Extension B,𠋪,U+202EA
Extension B,𥮉,U+25B89
Extension B,𧭓,U+27B53
Extension B,𣿘,U+23FD8
Extension B,𪄶,U+2A136
Extension B,𣅏,U+2314F
Extension B,𠲘,U+20C98
Extension B,𤠯,U+2482F
Extension B,𣾨,U+23FA8
Extension B,𥿕,U+25FD5
Extension B,𧇽,U+271FD
Extension B,𥘹,U+25639
Extension B,𥲤,U+25CA4
Extension B,𥿹,U+25FF9
Extension B,𨧤,U+289E4
Extension B,𪃼,U+2A0FC
Extension B,𦭔,U+26B54
Extension B,𧝊,U+2774A
Extension B,𦍘,U+26358
Extension B,𤃒,U+240D2
Extension B,𣵚,U+23D5A
Extension B,𨟰,U+287F0
Extension B,𦹄,U+26E44
Extension B,𠉣,U+20263
Extension B,𦬔,U+26B14
Extension B,𥖣,U+255A3
Extension B,𩉸,U+29278
Extension B,𠚮,U+206AE
Extension B,𦀜,U+2601C
Extension B,𥡆,U+25846
Extension B,𢺋,U+22E8B
Extension B,𦬞,U+26B1E
Extension B,𡩥,U+21A65
Extension B,𦪒,U+26A92
Extension B,𥁠,U+25060
Extension B,𣇓,U+231D3
Extension B,𤨵,U+24A35
Extension B,𩀈,U+29008
Extension B,𢓫,U+224EB
Extension B,𨪕,U+28A95
Extension B,𤛋,U+246CB
Extension B,𤩼,U+24A7C
Extension B,𣏹,U+233F9
Extension B,𠋣,U+202E3
Extension B,𡘾,U+2163E
Extension B,𩁷,U+29077
Extension B,𡖥,U+215A5
Extension B,𧧾,U+279FE
Extension B,𣁌,U+2304C
Extension B,𤥫,U+2496B
Extension B,𨀎,U+2800E
Extension B,𨘀,U+28600
Extension B,𥞋,U+2578B
Extension B,𡬺,U+21B3A
Extension B,𡹉,U+21E49
Extension B,𪎵,U+2A3B5
Extension B,𩧉,U+299C9
Extension B,𡘙,U+21619
Extension B,𢇚,U+221DA
Extension B,𢱦,U+22C66
Extension B,𠯿,U+20BFF
Extension B,𥰘,U+25C18
Extension B,𨞛,U+2879B
Extension B,𣸭,U+23E2D
Extension B,𡿨,U+21FE8
Extension B,𨶕,U+28D95
Extension B,𤌄,U+24304
Extension B,𡉝,U+2125D
Extension B,𤆎,U+2418E
Extension B,𡙢,U+21662
Extension B,𣿩,U+23FE9
Extension B,𢓜,U+224DC
Extension B,𤑕,U+24455
Extension B,𨌯,U+2832F
Extension B,𥵣,U+25D63
Extension B,𦑘,U+26458
Extension B,𡘚,U+2161A
Extension B,𥩿,U+25A7F
Extension B,𩒊,U+2948A
Extension B,𨈷,U+28237
Extension B,𠵛,U+20D5B
Extension B,𨨯,U+28A2F
Extension B,𤯠,U+24BE0
Extension B,𥝧,U+25767
Extension B,𡉘,U+21258
Extension B,𥕱,U+25571
Extension B,𩛙,U+296D9
Extension B,𥆏,U+2518F
Extension B,𠖌,U+2058C
Extension B,𩜦,U+29726
Extension B,𧐨,U+27428
Extension B,𢟁,U+227C1
Extension B,𦯀,U+26BC0
Extension B,𣾷,U+23FB7
Extension B,𡛓,U+216D3
Extension B,𢦪,U+229AA
Extension B,𢋇,U+222C7
Extension B,𡊄,U+21284
Extension B,𩿃,U+29FC3
Extension B,𡊩,U+212A9
Extension B,𤐃,U+24403
Extension B,𠊎,U+2028E
Extension B,𥟁,U+257C1
Extension B,𥳑,U+25CD1
Extension B,𩲤,U+29CA4
Extension B,𥙊,U+2564A
Extension B,𨩱,U+28A71
Extension B,𦺡,U+26EA1
Extension B,𣝉,U+23749
Extension B,𣐻,U+2343B
Extension B,𤧥,U+249E5
Extension B,𦶴,U+26DB4
Extension B,𧈶,U+27236
Extension B,𣝢,U+23762
Extension B,𨧨,U+289E8
Extension B,𣆳,U+231B3
Extension B,𧘊,U+2760A
Extension B,𩻪,U+29EEA
Extension B,𢚾,U+226BE
Extension B,𠍴,U+20374
Extension B,𨓕,U+284D5
Extension B,𧫛,U+27ADB
Extension B,𨩿,U+28A7F
Extension B,𧩦,U+27A66
Extension B,𤐨,U+24428
Extension B,𣖡,U+235A1
Extension B,𦾉,U+26F89
Extension B,𦤑,U+26911
Extension B,𪈠,U+2A220
Extension B,𥄍,U+2510D
Extension B,𣑾,U+2347E
Extension B,𡉞,U+2125E
Extension B,𥢷,U+258B7
Extension B,𪔊,U+2A50A
Extension B,𡬮,U+21B2E
Extension B,𧩎,U+27A4E
Extension B,𨡔,U+28854
Extension B,𨹛,U+28E5B
Extension B,𧟨,U+277E8
Extension B,𨓰,U+284F0
Extension B,𤊔,U+24294
Extension B,𥨣,U+25A23
Extension B,𣚇,U+23687
Extension B,𤦆,U+24986
Extension B,𪉖,U+2A256
Extension B,𤥒,U+24952
Extension B,𡷀,U+21DC0
Extension B,𠮦,U+20BA6
Extension B,𦶙,U+26D99
Extension B,𠈄,U+20204
Extension B,𣠠,U+23820
Extension B,𣥜,U+2395C
Extension B,𡵨,U+21D68
Extension B,𡞲,U+217B2
Extension B,𤥀,U+24940
Extension B,𡸤,U+21E24
Extension B,𠝤,U+20764
Extension B,𣍱,U+23371
Extension B,𤁆,U+24046
Extension B,𥟽,U+257FD
Extension B,𦲾,U+26CBE
Extension B,𩼅,U+29F05
Extension B,𤇼,U+241FC
Extension B,𩂓,U+29093
Extension B,𢎯,U+223AF
Extension B,𩒎,U+2948E
Extension B,𦑒,U+26452
Extension B,𤪋,U+24A8B
Extension B,𡼾,U+21F3E
Extension B,𨋀,U+282C0
Extension B,𡋺,U+212FA
Extension B,𦮠,U+26BA0
Extension B,𧴫,U+27D2B
Extension B,𢓆,U+224C6
Extension B,𤳣,U+24CE3
Extension B,𢢅,U+22885
Extension B,𦰗,U+26C17
Extension B,𡐶,U+21436
Extension B,𨝕,U+28755
Extension B,𤙗,U+24657
Extension B,𦙦,U+26666
Extension B,𣇪,U+231EA
Extension B,𨍸,U+28378
Extension B,𤢕,U+24895
Extension B,𧝂,U+27742
Extension B,𠌷,U+20337
Extension B,𣏖,U+233D6
Extension B,𨒭,U+284AD
Extension B,𥠿,U+2583F
Extension B,𩆵,U+291B5
Extension B,𪋑,U+2A2D1
Extension B,𢏙,U+223D9
Extension B,𧫳,U+27AF3
Extension B,𣖶,U+235B6
Extension B,𨐬,U+2842C
Extension B,𥓼,U+254FC
Extension B,𠶜,U+20D9C
Extension B,𧭗,U+27B57
Extension B,𢡎,U+2284E
Extension B,𥬡,U+25B21
Extension B,𥔲,U+25532
Extension B,𥦨,U+259A8
Extension B,𥭡,U+25B61
Extension B,𤋊,U+242CA
Extension B,𤰥,U+24C25
Extension B,𧅣,U+27163
Extension B,𥟓,U+257D3
Extension B,𢈶,U+22236
Extension B,𤐂,U+24402
Extension B,𦾶,U+26FB6
Extension B,𥑴,U+25474
Extension B,𥸰,U+25E30
Extension B,𢐠,U+22420
Extension B,𦵙,U+26D59
Extension B,𦨶,U+26A36
Extension B,𨯙,U+28BD9
Extension B,𦀇,U+26007
Extension B,𤨩,U+24A29
Extension B,𧏖,U+273D6
Extension B,𧙔,U+27654
Extension B,𨊺,U+282BA
Extension B,𦤺,U+2693A
Extension B,𤼰,U+24F30
Extension B,𦞜,U+2679C
Extension B,𢦙,U+22999
Extension B,𠄤,U+20124
Extension B,𡸖,U+21E16
Extension B,𩜳,U+29733
Extension B,𨫼,U+28AFC
Extension B,𣀵,U+23035
Extension B,𣗘,U+235D8
Extension B,𡜨,U+21728
Extension B,𢃡,U+220E1
Extension B,𦼯,U+26F2F
Extension B,𠐵,U+20435
Extension B,𨬙,U+28B19
Extension B,𩕍,U+2954D
Extension B,𠝥,U+20765
Extension B,𡸮,U+21E2E
Extension B,𤊍,U+2428D
Extension B,𨨆,U+28A06
Extension B,𠕝,U+2055D
Extension B,𤎲,U+243B2
Extension B,𡻔,U+21ED4
Extension B,𦐼,U+2643C
Extension B,𩋨,U+292E8
Extension B,𩘜,U+2961C
Extension B,𢒑,U+22491
Extension B,𧙗,U+27657
Extension B,𠈒,U+20212
Extension B,𡺤,U+21EA4
Extension B,𠎧,U+203A7
Extension B,𦠜,U+2681C
Extension B,𩀊,U+2900A
Extension B,𠰼,U+20C3C
Extension B,𡊤,U+212A4
Extension B,𥡠,U+25860
Extension B,𢀒,U+22012
Extension B,𤩱,U+24A71
Extension B,𧭏,U+27B4F
Extension B,𡌡,U+21321
Extension B,𨯼,U+28BFC
Extension B,𥣙,U+258D9
Extension B,𠗾,U+205FE
Extension B,𠕂,U+20542
Extension B,𡧃,U+219C3
Extension B,𣊑,U+23291
Extension B,𦊋,U+2628B
Extension B,𨐆,U+28406
Extension B,𣘼,U+2363C
Extension B,𦭽,U+26B7D
Extension B,𠱖,U+20C56
Extension B,𤈻,U+2423B
Extension B,𦮧,U+26BA7
Extension B,𤥖,U+24956
Extension B,𪃉,U+2A0C9
Extension B,𤴭,U+24D2D
Extension B,𨗉,U+285C9
Extension B,𢓠,U+224E0
Extension B,𦔾,U+2653E
Extension B,𡺔,U+21E94
Extension B,𤧌,U+249CC
Extension B,𤌏,U+2430F
Extension B,𣎟,U+2339F
Extension B,𢕕,U+22555
Extension B,𢌿,U+2233F
Extension B,𣘥,U+23625
Extension B,𨯀,U+28BC0
Extension B,𣜉,U+23709
Extension B,𦰹,U+26C39
Extension B,𥯔,U+25BD4
Extension B,𣔶,U+23536
Extension B,𤧛,U+249DB
Extension B,𧙬,U+2766C
Extension B,𧹮,U+27E6E
Extension B,𤐕,U+24415
Extension B,𤑞,U+2445E
Extension B,𦣞,U+268DE
Extension B,𤋁,U+242C1
Extension B,𤯾,U+24BFE
Extension B,𠓖,U+204D6
Extension B,𨞾,U+287BE
Extension B,𨋏,U+282CF
Extension B,𢸸,U+22E38
Extension B,𩘑,U+29611
Extension B,𧧻,U+279FB
Extension B,𤊒,U+24292
Extension B,𤣰,U+248F0
Extension B,𢐲,U+22432
Extension B,𩗼,U+295FC
Extension B,𦨵,U+26A35
Extension B,𤌳,U+24333
Extension B,𣇭,U+231ED
Extension B,𡎑,U+21391
Extension B,𥓏,U+254CF
Extension B,𪎽,U+2A3BD
Extension B,𣃚,U+230DA
Extension B,𡌉,U+21309
Extension B,𧻷,U+27EF7
Extension B,𧫢,U+27AE2
Extension B,𨗦,U+285E6
Extension B,𤥁,U+24941
Extension B,𠯓,U+20BD3
Extension B,𤁱,U+24071
Extension B,𪏓,U+2A3D3
Extension B,𠙰,U+20670
Extension B,𩃵,U+290F5
Extension B,𨩍,U+28A4D
Extension B,𡭨,U+21B68
Extension B,𦝁,U+26741
Extension B,𦦗,U+26997
Extension B,𦫾,U+26AFE
Extension B,𥘫,U+2562B
Extension B,𥚻,U+256BB
Extension B,𦒉,U+26489
Extension B,𡹮,U+21E6E
Extension B,𩔪,U+2952A
Extension B,𧛢,U+276E2
Extension B,𠠆,U+20806
Extension B,𢝜,U+2275C
Extension B,𨘕,U+28615
Extension B,𩧃,U+299C3
Extension B,𡶶,U+21DB6
Extension B,𣝑,U+23751
Extension B,𡩯,U+21A6F
Extension B,𣷤,U+23DE4
Extension B,𧤓,U+27913
Extension B,𠐛,U+2041B
Extension B,𨦣,U+289A3
Extension B,𦳛,U+26CDB
Extension B,𣒋,U+2348B
Extension B,𣖙,U+23599
Extension B,𧶑,U+27D91
Extension B,𥆑,U+25191
Extension B,𧺏,U+27E8F
Extension B,𡿳,U+21FF3
Extension B,𢂎,U+2208E
Extension B,𢳍,U+22CCD
Extension B,𨿡,U+28FE1
Extension B,𡼼,U+21F3C
Extension B,𨋄,U+282C4
Extension B,𥬀,U+25B00
Extension B,𨰧,U+28C27
Extension B,𡛕,U+216D5
Extension B,𡻰,U+21EF0
Extension B,𡬅,U+21B05
Extension B,𤨴,U+24A34
Extension B,𨫾,U+28AFE
Extension B,𡺬,U+21EAC
Extension B,𠛑,U+206D1
Extension B,𤁥,U+24065
Extension B,𨌩,U+28329
Extension B,𠒝,U+2049D
Extension B,𩂪,U+290AA
Extension B,𤋮,U+242EE
Extension B,𠖥,U+205A5
Extension B,𤏅,U+243C5
Extension B,𪅱,U+2A171
Extension B,𨒍,U+2848D
Extension B,𠇱,U+201F1
Extension B,𤧹,U+249F9
Extension B,𡪩,U+21AA9
Extension B,𨌫,U+2832B
Extension B,𦳆,U+26CC6
Extension B,𣞶,U+237B6
Extension B,𩑃,U+29443
Extension B,𤌣,U+24323
Extension B,𤥃,U+24943
Extension B,𢊱,U+222B1
Extension B,𦒴,U+264B4
Extension B,𣷰,U+23DF0
Extension B,𡻕,U+21ED5
Extension B,𤎽,U+243BD
Extension B,𡩾,U+21A7E
Extension B,𥫯,U+25AEF
Extension B,𠄅,U+20105
Extension B,𡜆,U+21706
Extension B,𥥃,U+25943
Extension B,𨮮,U+28BAE
Extension B,𢆰,U+221B0
Extension B,𨯟,U+28BDF
Extension B,𨹁,U+28E41
Extension B,𤨏,U+24A0F
Extension B,𣽓,U+23F53
Extension B,𡻈,U+21EC8
Extension B,𢸭,U+22E2D
Extension B,𥪌,U+25A8C
Extension B,𡻧,U+21EE7
Extension B,𢄂,U+22102
Extension B,𤳳,U+24CF3
Extension B,𢳟,U+22CDF
Extension B,𨧥,U+289E5
Extension B,𥙝,U+2565D
Extension B,𢶉,U+22D89
Extension B,𩦢,U+299A2
Extension B,𡩃,U+21A43
Extension B,𤧬,U+249EC
Extension B,𠢀,U+20880
Extension B,𥌮,U+2532E
Extension B,𢈇,U+22207
Extension B,𡶐,U+21D90
Extension B,𠢳,U+208B3
Extension B,𠎾,U+203BE
Extension B,𨥠,U+28960
Extension B,𥬇,U+25B07
Extension B,𣞑,U+23791
Extension B,𪑸,U+2A478
Extension B,𣚄,U+23684
Extension B,𠢔,U+20894
Extension B,𩂕,U+29095
Extension B,𤇜,U+241DC
Extension B,𦬙,U+26B19
Extension B,𦑰,U+26470
Extension B,𦕗,U+26557
Extension B,𠉵,U+20275
Extension B,𪋂,U+2A2C2
Extension B,𠣘,U+208D8
Extension B,𦢎,U+2688E
Extension B,𤽘,U+24F58
Extension B,𤰙,U+24C19
Extension B,𨈘,U+28218
Extension B,𥕏,U+2554F
Extension B,𣺋,U+23E8B
Extension B,𦇝,U+261DD
Extension B,𩖼,U+295BC
Extension B,𠣼,U+208FC
Extension B,𣼎,U+23F0E
Extension B,𦜎,U+2670E
Extension B,𦫎,U+26ACE
Extension B,𣴩,U+23D29
Extension B,𡑝,U+2145D
Extension B,𣇱,U+231F1
Extension B,𩅡,U+29161
Extension B,𦮂,U+26B82
Extension B,𣲱,U+23CB1
Extension B,𦔮,U+2652E
Extension B,𤑼,U+2447C
Extension B,𣐱,U+23431
Extension B,𥷱,U+25DF1
Extension B,𤆣,U+241A3
Extension B,𣵛,U+23D5B
Extension B,𢐷,U+22437
Extension B,𧡡,U+27861
Extension B,𧫤,U+27AE4
Extension B,𧹵,U+27E75
Extension B,𡕅,U+21545
Extension B,𤊦,U+242A6
Extension B,𨒌,U+2848C
Extension B,𣕯,U+2356F
Extension B,𤌴,U+24334
Extension B,𡼎,U+21F0E
Extension B,𣟗,U+237D7
Extension B,𣳚,U+23CDA
Extension B,𢼔,U+22F14
Extension B,𡊗,U+21297
Extension B,𤉘,U+24258
Extension B,𪏔,U+2A3D4
Extension B,𦄮,U+2612E
Extension B,𡺭,U+21EAD
Extension B,𧻇,U+27EC7
Extension B,𦼪,U+26F2A
Extension B,𢾾,U+22FBE
Extension B,𡉥,U+21265
Extension B,𥌑,U+25311
Extension B,𩐵,U+29435
Extension B,𨨣,U+28A23
Extension B,𩑚,U+2945A
Extension B,𨘪,U+2862A
Extension B,𧤏,U+2790F
Extension B,𨧳,U+289F3
Extension B,𪊡,U+2A2A1
Extension B,𢞴,U+227B4
Extension B,𨻣,U+28EE3
Extension B,𥙷,U+25677
Extension B,𡢠,U+218A0
Extension B,𨫎,U+28ACE
Extension B,𤓉,U+244C9
Extension B,𥚉,U+25689
Extension B,𢄦,U+22126
Extension B,𣊩,U+232A9
Extension B,𡽇,U+21F47
Extension B,𢛔,U+226D4
Extension B,𩾟,U+29F9F
Extension B,𥹋,U+25E4B
Extension B,𥛚,U+256DA
Extension B,𡓇,U+214C7
Extension B,𢈔,U+22214
Extension B,𩃸,U+290F8
Extension B,𩊗,U+29297
Extension B,𤀪,U+2402A
Extension B,𤈜,U+2421C
Extension B,𢗹,U+225F9
Extension B,𣘐,U+23610
Extension B,𦡫,U+2686B
Extension B,𦏸,U+263F8
Extension B,𠚘,U+20698
Extension B,𠈠,U+20220
Extension B,𠲸,U+20CB8
Extension B,𢪭,U+22AAD
Extension B,𩁹,U+29079
Extension B,𦬓,U+26B13
Extension B,𤣹,U+248F9
Extension B,𣎚,U+2339A
Extension B,𤓃,U+244C3
Extension B,𥢶,U+258B6
Extension B,𥳝,U+25CDD
Extension B,𢾄,U+22F84
Extension B,𢑗,U+22457
Extension B,𪄌,U+2A10C
Extension B,𡌧,U+21327
Extension B,𩄹,U+29139
Extension B,𡎁,U+21381
Extension B,𣊧,U+232A7
Extension B,𨝻,U+2877B
Extension B,𦱊,U+26C4A
Extension B,𠬪,U+20B2A
Extension B,𢻂,U+22EC2
Extension B,𧮂,U+27B82
Extension B,𤦘,U+24998
Extension B,𥽋,U+25F4B
Extension B,𢲫,U+22CAB
Extension B,𡒞,U+2149E
Extension B,𣰰,U+23C30
Extension B,𣲯,U+23CAF
Extension B,𤏸,U+243F8
Extension B,𩍚,U+2935A
Extension B,𨱋,U+28C4B
Extension B,𢤮,U+2292E
Extension B,𣫆,U+23AC6
Extension B,𨰣,U+28C23
Extension B,𩐧,U+29427
Extension B,𦱉,U+26C49
Extension B,𢝃,U+22743
Extension B,𣊕,U+23295
Extension B,𢔡,U+22521
Extension B,𦚋,U+2668B
Extension B,𥡴,U+25874
Extension B,𧫙,U+27AD9
Extension B,𥘸,U+25638
Extension B,𧀁,U+27001
Extension B,𢬶,U+22B36
Extension B,𦱮,U+26C6E
Extension B,𨴢,U+28D22
Extension B,𣵥,U+23D65
Extension B,𥄮,U+2512E
Extension B,𢃏,U+220CF
Extension B,𤦌,U+2498C
Extension B,𨯅,U+28BC5
Extension B,𩅣,U+29163
Extension B,𥑸,U+25478
Extension B,𨯧,U+28BE7
Extension B,𣙳,U+23673
Extension B,𢡮,U+2286E
Extension B,𦰬,U+26C2C
Extension B,𧨖,U+27A16
Extension B,𧧩,U+279E9
Extension B,𤢜,U+2489C
Extension B,𥖎,U+2558E
Extension B,𨻝,U+28EDD
Extension B,𨯿,U+28BFF
Extension B,𢈴,U+22234
Extension B,𣔽,U+2353D
Extension B,𩃙,U+290D9
Extension B,𤏋,U+243CB
Extension B,𣚌,U+2368C
Extension B,𥃽,U+250FD
Extension B,𦊙,U+26299
Extension B,𦤖,U+26916
Extension B,𡿡,U+21FE1
Extension B,𦐻,U+2643B
Extension B,𣈜,U+2321C
Extension B,𣆘,U+23198
Extension B,𢮐,U+22B90
Extension B,𢉂,U+22242
Extension B,𠰠,U+20C20
Extension B,𣶐,U+23D90
Extension B,𦇔,U+261D4
Extension B,𨛌,U+286CC
Extension B,𢟢,U+227E2
Extension B,𠕻,U+2057B
Extension B,𧙢,U+27662
Extension B,𡸶,U+21E36
Extension B,𥵆,U+25D46
Extension B,𨸣,U+28E23
Extension B,𠱼,U+20C7C
Extension B,𡍚,U+2135A
Extension B,𥱊,U+25C4A
Extension B,𦥄,U+26944
Extension B,𡸵,U+21E35
Extension B,𠹍,U+20E4D
Extension B,𨓏,U+284CF
Extension B,𠍿,U+2037F
Extension B,𧩌,U+27A4C
Extension B,𠓋,U+204CB
Extension B,𡨃,U+21A03
Extension B,𣖜,U+2359C
Extension B,𡧛,U+219DB
Extension B,𡄖,U+21116
Extension B,𢞚,U+2279A
Extension B,𧛑,U+276D1
Extension B,𢼣,U+22F23
Extension B,𠇊,U+201CA
Extension B,𡓐,U+214D0
Extension B,𦺈,U+26E88
Extension B,𢘫,U+2262B
Extension B,𪋫,U+2A2EB
Extension B,𨏙,U+283D9
Extension B,𨳿,U+28CFF
Extension B,𦐹,U+26439
Extension B,𦒽,U+264BD
Extension B,𥄑,U+25111
Extension B,𨥯,U+2896F
Extension B,𢚁,U+22681
Extension B,𦘗,U+26617
Extension B,𤨅,U+24A05
Extension B,𠍨,U+20368
Extension B,𥕥,U+25565
Extension B,𦵉,U+26D49
Extension B,𠇚,U+201DA
Extension B,𥦸,U+259B8
Extension B,𤨭,U+24A2D
Extension B,𨓇,U+284C7
Extension B,𦑧,U+26467
Extension B,𠹔,U+20E54
Extension B,𡒵,U+214B5
Extension B,𤤖,U+24916
Extension B,𦵻,U+26D7B
Extension B,𦯒,U+26BD2
Extension B,𩔜,U+2951C
Extension B,𦴧,U+26D27
Extension B,𣑱,U+23471
Extension B,𨧩,U+289E9
Extension B,𢊣,U+222A3
Extension B,𦱷,U+26C77
Extension B,𠗱,U+205F1
Extension B,𩆓,U+29193
Extension B,𨌴,U+28334
Extension B,𨲇,U+28C87
Extension B,𩔂,U+29502
Extension B,𨨺,U+28A3A
Extension B,𥳞,U+25CDE
Extension B,𣫐,U+23AD0
Extension B,𡵘,U+21D58
Extension B,𣵰,U+23D70
Extension B,𣝲,U+23772
Extension B,𧙂,U+27642
Extension B,𡥉,U+21949
Extension B,𠰋,U+20C0B
Extension B,𧳆,U+27CC6
Extension B,𥙞,U+2565E
Extension B,𣈥,U+23225
Extension B,𨗂,U+285C2
Extension B,𨍫,U+2836B
Extension B,𡫣,U+21AE3
Extension B,𢱰,U+22C70
Extension B,𧉟,U+2725F
Extension B,𩂢,U+290A2
Extension B,𥙑,U+25651
Extension B,𣲏,U+23C8F
Extension B,𥃵,U+250F5
Extension B,𦍬,U+2636C
Extension B,𦿳,U+26FF3
Extension B,𧩊,U+27A4A
Extension B,𥓄,U+254C4
Extension B,𤟪,U+247EA
Extension B,𧻓,U+27ED3
Extension B,𩥄,U+29944
Extension B,𦩰,U+26A70
Extension B,𠀘,U+20018
Extension B,𠪂,U+20A82
Extension B,𣏠,U+233E0
Extension B,𨫧,U+28AE7
Extension B,𧸳,U+27E33
Extension B,𢧥,U+229E5
Extension B,𨭷,U+28B77
Extension B,𤯦,U+24BE6
Extension B,𧟃,U+277C3
Extension B,𧣊,U+278CA
Extension B,𡁟,U+2105F
Extension B,𪊦,U+2A2A6
Extension B,𦨙,U+26A19
Extension B,𡡡,U+21861
Extension B,𨫮,U+28AEE
Extension B,𣆦,U+231A6
Extension B,𡺽,U+21EBD
Extension B,𨚊,U+2868A
Extension B,𧭢,U+27B62
Extension B,𡚋,U+2168B
Extension B,𧃆,U+270C6
Extension B,𩸀,U+29E00
Extension B,𣱳,U+23C73
Extension B,𤥟,U+2495F
Extension B,𡠄,U+21804
Extension B,𢫎,U+22ACE
Extension B,𦙓,U+26653
Extension B,𥢌,U+2588C
Extension B,𦬸,U+26B38
Extension B,𤟦,U+247E6
Extension B,𩠐,U+29810
Extension B,𢉛,U+2225B
Extension B,𡋭,U+212ED
Extension B,𠎁,U+20381
Extension B,𧐩,U+27429
Extension B,𣇷,U+231F7
Extension B,𢟻,U+227FB
Extension B,𣼕,U+23F15
Extension B,𢘀,U+22600
