extension,char,codepoint
Extension A,䃿,U+40FF
Extension A,㥧,U+3967
Extension A,㠋,U+380B
Extension A,䃩,U+40E9
Extension A,㻻,U+3EFB
Extension A,䞘,U+4798
Extension A,㑦,U+3466
Extension A,䫲,U+4AF2
Extension A,㚪,U+36AA
Extension A,㞎,U+378E
Extension A,㶏,U+3D8F
Extension A,䞉,U+4789
Extension A,㭹,U+3B79
Extension A,㯉,U+3BC9
Extension A,㳧,U+3CE7
Extension A,㪉,U+3A89
Extension A,㫠,U+3AE0
Extension A,䮜,U+4B9C
Extension A,䲖,U+4C96
Extension A,䥗,U+4957
Extension A,㶦,U+3DA6
Extension A,㘃,U+3603
Extension A,㙞,U+365E
Extension A,㿒,U+3FD2
Extension A,㑔,U+3454
Extension A,㙝,U+365D
Extension A,䙳,U+4673
Extension A,䑉,U+4449
Extension A,㠖,U+3816
Extension A,䓇,U+44C7
Extension A,䛗,U+46D7
Extension A,䈲,U+4232
Extension A,䀂,U+4002
Extension A,䁶,U+4076
Extension A,䏧,U+43E7
Extension A,䞐,U+4790
Extension A,䏴,U+43F4
Extension A,㰉,U+3C09
Extension A,䣯,U+48EF
Extension A,㚛,U+369B
Extension A,䛨,U+46E8
Extension A,䈏,U+420F
Extension A,䇨,U+41E8
Extension A,䴥,U+4D25
Extension A,䏹,U+43F9
Extension A,㳸,U+3CF8
Extension A,䫷,U+4AF7
Extension A,䛦,U+46E6
Extension A,䉜,U+425C
Extension A,㼢,U+3F22
Extension A,䅃,U+4143
Extension A,䲿,U+4CBF
Extension A,㨶,U+3A36
Extension A,㛟,U+36DF
Extension A,㭧,U+3B67
Extension A,㳆,U+3CC6
Extension A,㥯,U+396F
Extension A,㖡,U+35A1
Extension A,䘁,U+4601
Extension A,㴕,U+3D15
Extension A,㓋,U+34CB
Extension A,㥠,U+3960
Extension A,䋿,U+42FF
Extension A,㥥,U+3965
Extension A,㱓,U+3C53
Extension A,䞛,U+479B
Extension A,䣤,U+48E4
Extension A,䣭,U+48ED
Extension A,䂙,U+4099
Extension A,䁚,U+405A
Extension A,䁱,U+4071
Extension A,䆓,U+4193
Extension A,㩨,U+3A68
Extension A,㼡,U+3F21
Extension A,䡉,U+4849
Extension A,䬣,U+4B23
Extension A,䙓,U+4653
Extension A,䐦,U+4426
Extension A,㕩,U+3569
Extension A,䢮,U+48AE
Extension A,㼇,U+3F07
Extension A,䜆,U+4706
Extension A,㰧,U+3C27
Extension A,㕍,U+354D
Extension A,㶇,U+3D87
Extension A,㫮,U+3AEE
Extension A,㪅,U+3A85
Extension A,㯟,U+3BDF
Extension A,㒌,U+348C
Extension A,㫰,U+3AF0
Extension A,䦀,U+4980
Extension A,䪍,U+4A8D
Extension A,㯫,U+3BEB
Extension A,䘡,U+4621
Extension A,䥥,U+4965
Extension A,㕄,U+3544
Extension A,䂼,U+40BC
Extension A,䵶,U+4D76
Extension A,㙉,U+3649
Extension A,䠡,U+4821
Extension A,䑾,U+447E
Extension A,䕬,U+456C
Extension A,䐕,U+4415
Extension A,䮒,U+4B92
Extension A,䆡,U+41A1
Extension A,䔪,U+452A
Extension A,䂕,U+4095
Extension A,㿇,U+3FC7
Extension A,䓮,U+44EE
Extension A,䴣,U+4D23
Extension A,㪖,U+3A96
Extension A,䛼,U+46FC
Extension A,䃌,U+40CC
Extension A,䝗,U+4757
Extension A,㠭,U+382D
Extension A,㝊,U+374A
Extension A,䑗,U+4457
Extension A,䃝,U+40DD
Extension A,䉖,U+4256
Extension A,㯖,U+3BD6
Extension A,㲆,U+3C86
Extension A,䗜,U+45DC
Extension A,㷬,U+3DEC
Extension A,䎌,U+438C
Extension A,䄲,U+4132
Extension A,㗾,U+35FE
Extension A,䲦,U+4CA6
Extension A,䙲,U+4672
Extension A,㘨,U+3628
Extension A,䈚,U+421A
Extension A,䯻,U+4BFB
Extension A,䅶,U+4176
Extension A,㫀,U+3AC0
Extension A,㫙,U+3AD9
Extension A,䓒,U+44D2
Extension A,䑬,U+446C
Extension A,㝾,U+377E
Extension A,䐸,U+4438
Extension A,㷎,U+3DCE
Extension A,䏦,U+43E6
Extension A,㧫,U+39EB
Extension A,㞼,U+37BC
Extension A,㱧,U+3C67
Extension A,㧀,U+39C0
Extension A,㜜,U+371C
Extension A,㣧,U+38E7
Extension A,䄨,U+4128
Extension A,䚍,U+468D
Extension A,䘲,U+4632
Extension A,䨗,U+4A17
Extension A,㸜,U+3E1C
Extension A,㛸,U+36F8
Extension A,㝗,U+3757
Extension A,䌍,U+430D
Extension A,㼃,U+3F03
Extension A,㕆,U+3546
Extension A,㠏,U+380F
Extension A,㻞,U+3EDE
Extension A,㔽,U+353D
Extension A,䫩,U+4AE9
Extension A,㷒,U+3DD2
Extension A,䏌,U+43CC
Extension A,㡓,U+3853
Extension A,䋨,U+42E8
Extension A,䬵,U+4B35
Extension A,䮂,U+4B82
Extension A,㭓,U+3B53
Extension A,䑕,U+4455
Extension A,䕜,U+455C
Extension A,㒥,U+34A5
Extension A,㯳,U+3BF3
Extension A,䢑,U+4891
Extension A,㣭,U+38ED
Extension A,䏯,U+43EF
Extension A,㨐,U+3A10
Extension A,㨢,U+3A22
Extension A,䄾,U+413E
Extension A,䗫,U+45EB
Extension A,䖃,U+4583
Extension A,䐂,U+4402
Extension A,㨴,U+3A34
Extension A,䴆,U+4D06
Extension A,㝅,U+3745
Extension A,㕼,U+357C
Extension A,䍘,U+4358
Extension A,䎉,U+4389
Extension A,䡑,U+4851
Extension A,䢲,U+48B2
Extension A,䋙,U+42D9
Extension A,䥔,U+4954
Extension A,㾾,U+3FBE
Extension A,䎐,U+4390
Extension A,㬅,U+3B05
Extension A,㤡,U+3921
Extension A,䒕,U+4495
Extension A,㑀,U+3440
Extension A,䃴,U+40F4
Extension A,䟯,U+47EF
Extension A,㑠,U+3460
Extension A,㒐,U+3490
Extension A,䑀,U+4440
Extension A,㾡,U+3FA1
Extension A,㻲,U+3EF2
Extension A,䇤,U+41E4
Extension A,㽭,U+3F6D
Extension A,䧇,U+49C7
Extension A,䇽,U+41FD
Extension A,䳟,U+4CDF
Extension A,䙡,U+4661
Extension A,㙨,U+3668
Extension A,䇞,U+41DE
Extension A,䱝,U+4C5D
Extension A,㚖,U+3696
Extension A,㖆,U+3586
Extension A,䋖,U+42D6
Extension A,䇠,U+41E0
Extension A,䫊,U+4ACA
Extension A,䇲,U+41F2
Extension A,䬻,U+4B3B
Extension A,䐽,U+443D
Extension A,㞽,U+37BD
Extension A,䱽,U+4C7D
Extension A,䒓,U+4493
Extension A,㡉,U+3849
Extension A,㳐,U+3CD0
Extension A,䢤,U+48A4
Extension A,㬜,U+3B1C
Extension A,㽟,U+3F5F
Extension A,㔀,U+3500
Extension A,㦟,U+399F
Extension A,㩊,U+3A4A
Extension A,䴀,U+4D00
Extension A,㙚,U+365A
Extension A,㙜,U+365C
Extension A,䮲,U+4BB2
Extension A,䂈,U+4088
Extension A,䓺,U+44FA
Extension A,䮊,U+4B8A
Extension A,䃆,U+40C6
Extension A,㧪,U+39EA
Extension A,㧎,U+39CE
Extension A,㙏,U+364F
Extension A,㠣,U+3823
Extension A,䜥,U+4725
Extension A,㳜,U+3CDC
Extension A,䃈,U+40C8
Extension A,䤸,U+4938
Extension A,䇖,U+41D6
Extension A,㻝,U+3EDD
Extension A,㛇,U+36C7
Extension A,䤢,U+4922
Extension A,㟀,U+37C0
Extension A,䨋,U+4A0B
Extension A,䎵,U+43B5
Extension A,㵼,U+3D7C
Extension A,㟦,U+37E6
Extension A,㒢,U+34A2
Extension A,㳩,U+3CE9
Extension A,㒀,U+3480
Extension A,㭢,U+3B62
Extension A,㩰,U+3A70
Extension A,䕮,U+456E
Extension A,㴩,U+3D29
Extension A,䚻,U+46BB
Extension A,䳭,U+4CED
Extension A,䄘,U+4118
Extension A,䫞,U+4ADE
Extension A,㩘,U+3A58
Extension A,㜍,U+370D
Extension A,䤫,U+492B
Extension A,㹆,U+3E46
Extension A,㒞,U+349E
Extension A,㒼,U+34BC
Extension A,㯶,U+3BF6
Extension A,䇒,U+41D2
Extension A,䪾,U+4ABE
Extension A,䌮,U+432E
Extension A,䗤,U+45E4
Extension A,㛕,U+36D5
Extension A,䁝,U+405D
Extension A,䆴,U+41B4
Extension A,䒁,U+4481
Extension A,䀘,U+4018
Extension A,䞻,U+47BB
Extension A,㼆,U+3F06
Extension A,㶣,U+3DA3
Extension A,㐓,U+3413
Extension A,䀭,U+402D
Extension A,䞇,U+4787
Extension A,㥲,U+3972
Extension A,䔧,U+4527
Extension A,䅣,U+4163
Extension A,䵗,U+4D57
Extension A,䕐,U+4550
Extension A,㪜,U+3A9C
Extension A,䖨,U+45A8
Extension A,䞍,U+478D
Extension A,㯤,U+3BE4
Extension A,䝋,U+474B
Extension A,䇕,U+41D5
Extension A,㖠,U+35A0
Extension A,㝼,U+377C
Extension A,㡂,U+3842
Extension A,䲯,U+4CAF
Extension A,䥱,U+4971
Extension A,㮨,U+3BA8
Extension A,㻤,U+3EE4
Extension A,䨎,U+4A0E
Extension A,㠎,U+380E
Extension A,㟼,U+37FC
Extension A,䌏,U+430F
Extension A,䮕,U+4B95
Extension A,㐱,U+3431
Extension A,䉊,U+424A
Extension A,䙏,U+464F
Extension A,㕈,U+3548
Extension A,䉝,U+425D
Extension A,䥏,U+494F
Extension A,㿪,U+3FEA
Extension A,䒷,U+44B7
Extension A,䠰,U+4830
Extension A,䇁,U+41C1
Extension A,䵸,U+4D78
Extension A,㖑,U+3591
Extension A,㟉,U+37C9
Extension A,㥎,U+394E
Extension A,䨔,U+4A14
Extension A,䱒,U+4C52
Extension A,䭰,U+4B70
Extension A,㕪,U+356A
Extension A,㔁,U+3501
Extension A,䥁,U+4941
Extension A,䓌,U+44CC
Extension A,䎹,U+43B9
Extension A,䙸,U+4678
Extension A,䑯,U+446F
Extension A,㒉,U+3489
Extension A,䔌,U+450C
Extension A,䢒,U+4892
Extension A,㒇,U+3487
Extension A,䥳,U+4973
Extension A,䲵,U+4CB5
Extension A,䕤,U+4564
Extension A,䅜,U+415C
Extension A,䅤,U+4164
Extension A,䪨,U+4AA8
Extension A,㺴,U+3EB4
Extension A,䈳,U+4233
Extension A,䓕,U+44D5
Extension A,䙋,U+464B
Extension A,㝠,U+3760
Extension A,䫖,U+4AD6
Extension A,㢔,U+3894
Extension A,㯅,U+3BC5
Extension A,䨆,U+4A06
Extension A,䆄,U+4184
Extension A,㑸,U+3478
Extension A,㴖,U+3D16
Extension A,㿢,U+3FE2
Extension A,䔐,U+4510
Extension A,䭞,U+4B5E
Extension A,㖤,U+35A4
Extension A,䬂,U+4B02
Extension A,䝷,U+4777
Extension A,䊰,U+42B0
Extension A,䤁,U+4901
Extension A,䐾,U+443E
Extension A,㷩,U+3DE9
Extension A,䜄,U+4704
Extension A,䎄,U+4384
Extension A,䰜,U+4C1C
Extension A,䟲,U+47F2
Extension A,䴍,U+4D0D
Extension A,㟘,U+37D8
Extension A,㚎,U+368E
Extension A,㟄,U+37C4
Extension A,䨅,U+4A05
Extension A,䭗,U+4B57
Extension A,㽑,U+3F51
Extension A,䘽,U+463D
Extension A,䆋,U+418B
Extension A,䘫,U+462B
Extension A,䜤,U+4724
Extension A,㤳,U+3933
Extension A,㱋,U+3C4B
Extension A,㢯,U+38AF
Extension A,䒒,U+4492
Extension A,㴞,U+3D1E
Extension A,䳮,U+4CEE
Extension A,䃙,U+40D9
Extension A,㻰,U+3EF0
Extension A,㚳,U+36B3
Extension A,㢀,U+3880
Extension A,㫢,U+3AE2
Extension A,㘲,U+3632
Extension A,㫪,U+3AEA
Extension A,㷵,U+3DF5
Extension A,㪩,U+3AA9
Extension A,䬌,U+4B0C
Extension A,䡈,U+4848
Extension A,㥱,U+3971
Extension A,㸷,U+3E37
Extension A,䎜,U+439C
Extension A,䧧,U+49E7
Extension A,䄿,U+413F
Extension A,䊥,U+42A5
Extension A,㶍,U+3D8D
Extension A,䥄,U+4944
Extension A,䰞,U+4C1E
Extension A,㡴,U+3874
Extension A,䎴,U+43B4
Extension A,㻄,U+3EC4
Extension A,䤃,U+4903
Extension A,䀐,U+4010
Extension A,䓴,U+44F4
Extension A,㞖,U+3796
Extension A,䲼,U+4CBC
Extension A,㕷,U+3577
Extension A,㥄,U+3944
Extension A,䊒,U+4292
Extension A,㘈,U+3608
Extension A,䊦,U+42A6
Extension A,㛑,U+36D1
Extension A,䯙,U+4BD9
Extension A,㽞,U+3F5E
Extension A,㿑,U+3FD1
Extension A,䋰,U+42F0
Extension A,㑇,U+3447
Extension A,㑿,U+347F
Extension A,㠷,U+3837
Extension A,㧘,U+39D8
Extension A,㒶,U+34B6
Extension A,㬘,U+3B18
Extension A,䟠,U+47E0
Extension A,㒡,U+34A1
Extension A,㪺,U+3ABA
Extension A,䲾,U+4CBE
Extension A,䦔,U+4994
Extension A,㳄,U+3CC4
Extension A,䝻,U+477B
Extension A,㹁,U+3E41
Extension A,㵡,U+3D61
Extension A,䪎,U+4A8E
Extension A,䀰,U+4030
Extension A,䪭,U+4AAD
Extension A,䛯,U+46EF
Extension A,㴟,U+3D1F
Extension A,䣠,U+48E0
Extension A,䒣,U+44A3
Extension A,䓍,U+44CD
Extension A,㫯,U+3AEF
Extension A,䘑,U+4611
Extension A,㔷,U+3537
Extension A,䯀,U+4BC0
Extension A,䕏,U+454F
Extension A,䎶,U+43B6
Extension A,䥫,U+496B
Extension A,䇐,U+41D0
Extension A,㓝,U+34DD
Extension A,䵎,U+4D4E
Extension A,㖣,U+35A3
Extension A,䄮,U+412E
Extension A,㙵,U+3675
Extension A,䘥,U+4625
Extension A,㳪,U+3CEA
Extension A,䏷,U+43F7
Extension A,㧓,U+39D3
Extension A,䏩,U+43E9
Extension A,䟐,U+47D0
Extension A,㐯,U+342F
Extension A,䚸,U+46B8
Extension A,䥤,U+4964
Extension A,䥘,U+4958
Extension A,㑛,U+345B
Extension A,㮾,U+3BBE
Extension A,㶛,U+3D9B
Extension A,䓱,U+44F1
Extension A,䖜,U+459C
Extension A,㠙,U+3819
Extension A,䋓,U+42D3
Extension A,㦡,U+39A1
Extension A,䓷,U+44F7
Extension A,㜤,U+3724
Extension A,㖓,U+3593
Extension A,䅌,U+414C
Extension A,㧞,U+39DE
Extension A,䏶,U+43F6
Extension A,䖳,U+45B3
Extension A,㦝,U+399D
Extension A,㯄,U+3BC4
Extension A,㰝,U+3C1D
Extension A,䏥,U+43E5
Extension A,㕬,U+356C
Extension A,䘞,U+461E
Extension A,㤻,U+393B
Extension A,䢧,U+48A7
Extension A,䮖,U+4B96
Extension A,㒝,U+349D
Extension A,㮮,U+3BAE
Extension A,㘇,U+3607
Extension A,䪄,U+4A84
Extension A,䑑,U+4451
Extension A,㞣,U+37A3
Extension A,䝮,U+476E
Extension A,㷚,U+3DDA
Extension A,㛅,U+36C5
Extension A,㹜,U+3E5C
Extension A,䜦,U+4726
Extension A,㽠,U+3F60
Extension A,㽮,U+3F6E
Extension A,㠿,U+383F
Extension A,䄟,U+411F
Extension A,䅏,U+414F
Extension A,㢽,U+38BD
Extension A,㻏,U+3ECF
Extension A,䛉,U+46C9
Extension A,㘾,U+363E
Extension A,䍙,U+4359
Extension A,䈴,U+4234
Extension A,䊍,U+428D
Extension A,㠹,U+3839
Extension A,䛅,U+46C5
Extension A,㻀,U+3EC0
Extension A,㬹,U+3B39
Extension A,㼐,U+3F10
Extension A,㻋,U+3ECB
Extension A,䕇,U+4547
Extension A,䇱,U+41F1
Extension A,㐈,U+3408
Extension A,䐗,U+4417
Extension A,䩣,U+4A63
Extension A,㴉,U+3D09
Extension A,䑽,U+447D
Extension A,㛧,U+36E7
Extension A,㓳,U+34F3
Extension A,䘤,U+4624
Extension A,䘖,U+4616
Extension A,㮹,U+3BB9
Extension A,䚧,U+46A7
Extension A,㐆,U+3406
Extension A,䧥,U+49E5
Extension A,䮙,U+4B99
Extension A,䏼,U+43FC
Extension A,䫰,U+4AF0
Extension A,㐺,U+343A
Extension A,䔺,U+453A
Extension A,㷓,U+3DD3
Extension A,㴯,U+3D2F
Extension A,䦦,U+49A6
Extension A,䄑,U+4111
Extension A,䥨,U+4968
Extension A,䇸,U+41F8
Extension A,㩔,U+3A54
Extension A,䟨,U+47E8
Extension A,䀽,U+403D
Extension A,㕓,U+3553
Extension A,䂭,U+40AD
Extension A,㫟,U+3ADF
Extension A,㓖,U+34D6
Extension A,㦺,U+39BA
Extension A,䣺,U+48FA
Extension A,䨛,U+4A1B
Extension A,䦰,U+49B0
Extension A,㸎,U+3E0E
Extension A,䃹,U+40F9
Extension A,㜂,U+3702
Extension A,䱎,U+4C4E
Extension A,䆙,U+4199
Extension A,䰂,U+4C02
Extension A,䈕,U+4215
Extension A,䤟,U+491F
Extension A,㤢,U+3922
Extension A,㡈,U+3848
Extension A,䋉,U+42C9
Extension A,㛡,U+36E1
Extension A,㵹,U+3D79
Extension A,䔰,U+4530
Extension A,䏸,U+43F8
Extension A,䂊,U+408A
Extension A,䙢,U+4662
Extension A,䵱,U+4D71
Extension A,㒦,U+34A6
Extension A,㢊,U+388A
Extension A,䢨,U+48A8
Extension A,䱙,U+4C59
Extension A,㒎,U+348E
Extension A,䂵,U+40B5
Extension A,㐽,U+343D
Extension A,㽧,U+3F67
Extension A,㳭,U+3CED
Extension A,䐔,U+4414
Extension A,㴿,U+3D3F
Extension A,㟓,U+37D3
Extension A,䀫,U+402B
Extension A,㨘,U+3A18
Extension A,䒻,U+44BB
Extension A,㙅,U+3645
Extension A,㝍,U+374D
Extension A,㢨,U+38A8
Extension A,䀦,U+4026
Extension A,䀨,U+4028
Extension A,䶬,U+4DAC
Extension A,㚫,U+36AB
Extension A,䄞,U+411E
Extension A,䲮,U+4CAE
Extension A,䰡,U+4C21
Extension A,䞷,U+47B7
Extension A,㢆,U+3886
Extension A,䲂,U+4C82
Extension A,䑺,U+447A
Extension A,㠆,U+3806
Extension A,䳴,U+4CF4
Extension A,㗓,U+35D3
Extension A,㭴,U+3B74
Extension A,䛕,U+46D5
Extension A,㻵,U+3EF5
Extension A,㑘,U+3458
Extension A,㙸,U+3678
Extension A,䕎,U+454E
Extension A,䏂,U+43C2
Extension A,㥢,U+3962
Extension A,㺠,U+3EA0
Extension A,䌙,U+4319
Extension A,㫐,U+3AD0
Extension A,㨩,U+3A29
Extension A,䜅,U+4705
Extension A,㻸,U+3EF8
Extension A,㩡,U+3A61
Extension A,䀎,U+400E
Extension A,㒚,U+349A
Extension A,㛚,U+36DA
Extension A,㯆,U+3BC6
Extension A,䪆,U+4A86
Extension A,䮠,U+4BA0
Extension A,䟉,U+47C9
Extension A,䣆,U+48C6
Extension A,䆵,U+41B5
Extension A,䴪,U+4D2A
Extension A,䮬,U+4BAC
Extension A,䲥,U+4CA5
Extension A,䊃,U+4283
Extension A,䊐,U+4290
Extension A,䔇,U+4507
Extension A,䰦,U+4C26
Extension A,䢫,U+48AB
Extension A,䩛,U+4A5B
Extension A,䏃,U+43C3
Extension A,䦱,U+49B1
Extension A,䓄,U+44C4
Extension A,䦨,U+49A8
Extension A,㝷,U+3777
Extension A,㿤,U+3FE4
Extension A,㯁,U+3BC1
Extension A,䣬,U+48EC
Extension A,㗫,U+35EB
Extension A,㞬,U+37AC
Extension A,㶸,U+3DB8
Extension A,䊟,U+429F
Extension A,䅥,U+4165
Extension A,㯹,U+3BF9
Extension A,㩥,U+3A65
Extension A,㶅,U+3D85
Extension A,䚴,U+46B4
Extension A,㘖,U+3616
Extension A,䔝,U+451D
Extension A,䴤,U+4D24
Extension A,䨙,U+4A19
Extension A,䄎,U+410E
Extension A,䁩,U+4069
Extension A,䉯,U+426F
Extension A,㿽,U+3FFD
Extension A,䯶,U+4BF6
Extension A,㴼,U+3D3C
Extension A,䀋,U+400B
Extension A,䁴,U+4074
Extension A,䤧,U+4927
Extension A,㢲,U+38B2
Extension A,䓽,U+44FD
Extension A,㙢,U+3662
Extension A,䓙,U+44D9
Extension A,䎑,U+4391
Extension A,㰘,U+3C18
Extension A,㔛,U+351B
Extension A,㵖,U+3D56
Extension A,㯻,U+3BFB
Extension A,䲓,U+4C93
Extension A,㓩,U+34E9
Extension A,䮐,U+4B90
Extension A,㔉,U+3509
Extension A,䋶,U+42F6
Extension A,㖀,U+3580
Extension A,䐓,U+4413
Extension A,䚇,U+4687
Extension A,䊁,U+4281
Extension A,䄔,U+4114
Extension A,䕋,U+454B
Extension A,䮋,U+4B8B
Extension A,䂬,U+40AC
Extension A,䳾,U+4CFE
Extension A,䖍,U+458D
Extension A,䣇,U+48C7
Extension A,䶒,U+4D92
Extension A,䚰,U+46B0
Extension A,䀁,U+4001
Extension A,㗂,U+35C2
Extension A,㝑,U+3751
Extension A,䃠,U+40E0
Extension A,䛔,U+46D4
Extension A,㺪,U+3EAA
Extension A,㣬,U+38EC
Extension A,䧳,U+49F3
Extension A,㹯,U+3E6F
Extension A,䋎,U+42CE
Extension A,䭡,U+4B61
Extension A,㨟,U+3A1F
Extension A,䩷,U+4A77
Extension A,㘰,U+3630
Extension A,䗋,U+45CB
Extension A,㶲,U+3DB2
Extension A,㻿,U+3EFF
Extension A,㬡,U+3B21
Extension A,䴴,U+4D34
Extension A,㘮,U+362E
Extension A,䒦,U+44A6
Extension A,䄥,U+4125
Extension A,㧿,U+39FF
Extension A,㨕,U+3A15
Extension A,㶮,U+3DAE
Extension A,㢒,U+3892
Extension A,㡷,U+3877
Extension A,㱿,U+3C7F
Extension A,㛩,U+36E9
Extension A,㴓,U+3D13
Extension A,䟇,U+47C7
Extension A,㶯,U+3DAF
Extension A,䥯,U+496F
Extension A,䞱,U+47B1
Extension A,㔙,U+3519
Extension A,䅞,U+415E
Extension A,㻐,U+3ED0
Extension A,㕰,U+3570
Extension A,㞏,U+378F
Extension A,䣷,U+48F7
Extension A,㧸,U+39F8
Extension A,䁒,U+4052
Extension A,䇙,U+41D9
Extension A,䅧,U+4167
Extension A,㩦,U+3A66
Extension A,㮘,U+3B98
Extension A,䛠,U+46E0
Extension A,䔕,U+4515
Extension A,䣗,U+48D7
Extension A,㨽,U+3A3D
Extension A,㵱,U+3D71
Extension A,㦉,U+3989
Extension A,䔥,U+4525
Extension A,㚅,U+3685
Extension A,㛜,U+36DC
Extension A,䠄,U+4804
Extension A,㴶,U+3D36
Extension A,㹠,U+3E60
Extension A,䓪,U+44EA
Extension A,䤣,U+4923
Extension A,䣻,U+48FB
Extension A,䔈,U+4508
Extension A,㚀,U+3680
Extension A,䌺,U+433A
Extension A,䡘,U+4858
Extension A,㧥,U+39E5
Extension A,䠠,U+4820
Extension A,㨂,U+3A02
Extension A,㘞,U+361E
Extension A,㔴,U+3534
Extension A,㸗,U+3E17
Extension A,䅋,U+414B
Extension A,䭄,U+4B44
Extension A,䆸,U+41B8
Extension A,䟆,U+47C6
Extension A,䨳,U+4A33
Extension A,㫒,U+3AD2
Extension A,䇬,U+41EC
Extension A,䐀,U+4400
Extension A,㯭,U+3BED
Extension A,䕪,U+456A
Extension A,䧿,U+49FF
Extension A,䃍,U+40CD
Extension A,䉶,U+4276
Extension A,㽨,U+3F68
Extension A,䦃,U+4983
Extension A,㠼,U+383C
Extension A,㣱,U+38F1
Extension A,㕒,U+3552
Extension A,㻼,U+3EFC
Extension A,䪻,U+4ABB
Extension A,䚿,U+46BF
Extension A,㶆,U+3D86
Extension A,䭴,U+4B74
Extension A,䜙,U+4719
Extension A,㒅,U+3485
Extension A,㻦,U+3EE6
Extension A,䆇,U+4187
Extension A,㹚,U+3E5A
Extension A,䎖,U+4396
Extension A,䊣,U+42A3
Extension A,䞀,U+4780
Extension A,䭻,U+4B7B
Extension A,䆦,U+41A6
Extension A,䈊,U+420A
Extension A,䨒,U+4A12
Extension A,㬇,U+3B07
Extension A,㝵,U+3775
Extension A,㨰,U+3A30
Extension A,㭖,U+3B56
Extension A,䀡,U+4021
Extension A,㟽,U+37FD
Extension A,䬥,U+4B25
Extension A,䳏,U+4CCF
Extension A,䇼,U+41FC
Extension A,䚄,U+4684
Extension A,㽩,U+3F69
Extension A,㥤,U+3964
Extension A,㤣,U+3923
Extension A,㩲,U+3A72
Extension A,䉨,U+4268
Extension A,㙖,U+3656
Extension A,䶀,U+4D80
Extension A,䨠,U+4A20
Extension A,䳂,U+4CC2
Extension A,㨙,U+3A19
Extension A,㤹,U+3939
Extension A,㳤,U+3CE4
Extension A,䮿,U+4BBF
Extension A,㩛,U+3A5B
Extension A,㘢,U+3622
Extension A,䜯,U+472F
Extension A,㢳,U+38B3
Extension A,䊔,U+4294
Extension A,㺱,U+3EB1
Extension A,䜓,U+4713
Extension A,㺟,U+3E9F
Extension A,㼨,U+3F28
Extension A,䱫,U+4C6B
Extension A,䵾,U+4D7E
Extension A,䢭,U+48AD
Extension A,㕸,U+3578
Extension A,㓁,U+34C1
Extension A,㓡,U+34E1
Extension A,䦙,U+4999
Extension A,㼴,U+3F34
Extension A,䟛,U+47DB
Extension A,㵰,U+3D70
Extension A,䛐,U+46D0
Extension A,㵒,U+3D52
Extension A,㠂,U+3802
Extension A,㦼,U+39BC
Extension A,㷅,U+3DC5
Extension A,㦘,U+3998
Extension A,䥃,U+4943
Extension A,䇶,U+41F6
Extension A,䂯,U+40AF
Extension A,㮵,U+3BB5
Extension A,㰑,U+3C11
Extension A,㳷,U+3CF7
Extension A,䩃,U+4A43
Extension A,㓓,U+34D3
Extension A,䝜,U+475C
Extension A,䲣,U+4CA3
Extension A,㶽,U+3DBD
Extension A,䨬,U+4A2C
Extension A,㐹,U+3439
Extension A,㣞,U+38DE
Extension A,䨾,U+4A3E
Extension A,䢐,U+4890
Extension A,䇳,U+41F3
Extension A,䝖,U+4756
Extension A,䡲,U+4872
Extension A,䂽,U+40BD
Extension A,䮁,U+4B81
Extension A,䪼,U+4ABC
Extension A,䅄,U+4144
Extension A,䴇,U+4D07
Extension A,䥬,U+496C
Extension A,䳜,U+4CDC
Extension A,㧵,U+39F5
Extension A,㘤,U+3624
Extension A,䮷,U+4BB7
Extension A,㦖,U+3996
Extension A,䝥,U+4765
Extension A,䛱,U+46F1
Extension A,㥒,U+3952
Extension A,䇣,U+41E3
Extension A,㞱,U+37B1
Extension A,䥅,U+4945
Extension A,㯪,U+3BEA
Extension A,㵠,U+3D60
Extension A,㵇,U+3D47
Extension A,䤛,U+491B
Extension A,䓹,U+44F9
Extension A,䥀,U+4940
Extension A,䕢,U+4562
Extension A,㑶,U+3476
Extension A,㣲,U+38F2
Extension A,䭚,U+4B5A
Extension A,㦹,U+39B9
Extension A,㘿,U+363F
Extension A,㭉,U+3B49
Extension A,㙣,U+3663
Extension A,䀏,U+400F
Extension A,㻍,U+3ECD
Extension A,䣘,U+48D8
Extension A,䢹,U+48B9
Extension A,㧱,U+39F1
Extension A,㰦,U+3C26
Extension A,㨚,U+3A1A
Extension A,䇛,U+41DB
Extension A,䒰,U+44B0
Extension A,㢂,U+3882
Extension A,䔣,U+4523
Extension A,㫻,U+3AFB
Extension A,䋔,U+42D4
Extension A,㫭,U+3AED
Extension A,䛮,U+46EE
Extension A,䧸,U+49F8
Extension A,㟊,U+37CA
Extension A,㞌,U+378C
Extension A,㓎,U+34CE
Extension A,䳸,U+4CF8
Extension A,㡏,U+384F
Extension A,㥏,U+394F
Extension A,㵲,U+3D72
Extension A,㜌,U+370C
Extension A,䔴,U+4534
Extension A,㐼,U+343C
Extension A,㰇,U+3C07
Extension A,䋏,U+42CF
Extension A,䝽,U+477D
Extension A,䟮,U+47EE
Extension A,䫑,U+4AD1
Extension A,㭼,U+3B7C
Extension A,㘠,U+3620
Extension A,㭞,U+3B5E
Extension A,㫖,U+3AD6
Extension A,㻧,U+3EE7
Extension A,㥍,U+394D
Extension A,䦆,U+4986
